Country,Tree_Cover_Loss_percent,CO2_Emission_mt,Rainfall_mm,Population_Million,GDP_Billion_USD,Deforestation_Policy_Strictness,Corruption_Index,Protected_Area_percent,Forest_Loss_Area_km2
Myanmar,9.31144914341229,2462.565233688525,1915.4243987964526,170.39472785277042,2952.8388314708695,Medium,30.71314736107489,13.57744248835024,23423.01215982741
Nigeria,1.6067278742295747,1361.656437526446,2467.2791983929233,183.02886164595418,900.7960415652999,Low,71.90552352682766,13.308460580631614,17388.560543571108
Canada,1.353191411113462,512.0302860359284,832.9188897445699,204.55804148177685,2885.3496819523994,Low,35.46890853771144,20.394842938861732,20165.06412810462
Myanmar,10.544440058740888,753.5375836464855,492.91812860530166,242.47175490582708,1198.9715899621401,High,49.389452989101954,24.348092890091976,13087.162327217906
Australia,1.1841687948264836,144.13762371392016,1354.5828189326917,84.59711243782323,1187.2601189739207,High,87.1756083214084,42.392712697478075,11477.749140359305
Canada,12.345714883426307,2294.3171357451974,2584.510364483605,248.38957600311832,1054.1419575507916,Medium,35.32372875492277,10.395099206272043,19603.332200230387
Indonesia,10.623009184631794,382.6025989363387,1025.7457015811399,151.98542626771882,1647.1524416753764,Low,58.085379796908434,38.07166313277024,8901.764103366331
Tanzania,1.3120968315643067,1483.6395412342085,2487.6405433072437,27.732192344627695,504.7278773765369,Medium,51.44537458745165,28.91547113851874,7882.478496402389
Australia,1.3640819398693598,757.7325296492944,3406.7273429325382,22.272524126973863,1683.448881806133,High,21.35930307842973,17.95754042041966,4521.007643444369
Indonesia,14.800929719667515,1430.027206037904,691.092218947197,103.60030401533794,1648.029196609512,High,79.45685851796097,27.176881303977108,15697.120233135462
Colombia,5.676634856766192,1663.408932044474,2485.0665664978915,236.54460824788293,2297.6103471843667,Medium,25.17844297359498,18.49739313996602,7807.650124667016
Australia,5.622567991296674,2091.380328897284,1775.6256798441705,213.76587574857015,2509.2673877158772,High,55.56912657327152,31.82368798572377,31842.93982534355
Colombia,12.210713552136788,595.4110522254477,3091.240988570267,237.6414145783599,1349.301983421651,Medium,62.050872120421246,24.52297652848599,74.63467795660017
Myanmar,14.214003803019494,126.38998878035315,949.1643472868963,157.59437165027475,941.8830855869065,Low,67.13198424609402,12.398248808549543,4603.813358387645
Indonesia,14.791415850960776,428.52551216513746,2547.14045190111,134.8587043968697,815.0379470854286,Medium,71.64737219809066,10.246238355006351,0.0
Tanzania,11.32533496035823,2260.0447404354522,2998.1573979091418,48.498495378353766,624.1403182793722,Low,38.99542876420363,29.601305693245855,9410.929181408019
Canada,5.706267824410645,2197.3361861500366,3328.304080369472,101.81686231474691,220.06036748712341,Low,20.748408249383704,45.608586497874654,6843.179141844657
Russia,1.3441606788101648,1533.79144520874,2518.068887697902,133.0357130212932,1060.2215375624044,High,74.2582746766184,20.478095895095848,15009.312987434958
Nigeria,11.679489047318809,1541.2404650407682,1941.2417684261247,31.137126755487085,847.2306917858106,High,60.174244951068395,37.985004825018045,9472.237643193359
Brazil,8.420223321063496,1696.0880189110133,2315.3264446237627,70.08052604980732,2900.9312883059015,High,82.70882774054365,34.63976097228951,7964.263297624599
Tanzania,6.420907937779947,520.891068696279,3093.6054518840265,181.47646174880296,1695.2410374376295,Medium,81.60412721755208,46.919971143926645,6242.190214804007
Indonesia,13.604680337911566,2294.5886702199036,2168.8902145803722,222.02061870056102,1074.4672651399974,Medium,83.24946258409125,41.94414577846134,26974.934195220958
Russia,1.7568424863616552,1105.0492597409755,494.1998850601943,299.51251586092013,1762.3794229314033,High,56.382099498465514,30.497236650745833,16016.34069788848
Tanzania,7.440114053933801,1019.5324677987938,3285.9409560716313,280.2684327463495,460.63026896980176,Medium,45.022129687764924,34.56637242053483,13728.221996001714
Indonesia,0.2691693070345441,1345.4024926788102,2537.5329281978397,194.55673386288152,1359.9290601464986,High,79.36686519435275,45.42739099628157,13799.542354036734
DRC,7.083043565712481,212.71832026013212,2497.1914959094643,129.26817572175122,1897.3912481921384,Medium,53.84705847719412,22.978345306412066,4673.708701415097
DRC,0.9389188076593765,499.08008501459057,1068.5929724329233,192.67232258892867,1492.2486037877316,Low,33.75816473025759,19.70576176359998,10913.784191048673
Colombia,1.8703869523942718,1871.280679423289,2442.5449577212376,236.76722733366844,1235.2474619302566,Low,84.12305146711057,5.486498763583835,16903.588163485467
Tanzania,1.8511410769788628,298.71680302030353,1620.9796575278913,39.90917632239926,2981.8527472541095,High,86.19199075792605,42.19479833861589,0.0
DRC,9.773233501529347,1547.5650627193318,2418.822228828625,125.92194246040503,2646.9285483393346,Medium,54.973231710512756,41.04413151815142,15346.43021178943
Indonesia,11.216068701054807,688.8378632351703,730.4383939547713,252.74167426250708,1889.0475765703484,Medium,25.67747954823406,9.700453314506813,12789.909463645909
Colombia,8.792194599947678,1034.3094737007436,2439.3204442694114,118.23072082024798,1729.663215487734,Low,49.086956743769846,30.958582150971512,3329.1533234480803
Indonesia,14.436370972270675,792.8649682496797,3498.182549889066,173.70232001202004,1880.948415482523,Low,80.26532445969525,25.87917641750993,422.3697674479879
Colombia,5.68557163490319,953.6145195158779,549.4573204677237,178.39196145434846,643.870718076178,High,87.63305214096715,10.341909297910016,12590.590178687231
Tanzania,4.357110085599724,1825.710172442189,3429.2399710860836,59.42049467442361,1215.6563426297398,Low,35.26045568731969,49.12557021773256,1358.123150189369
Russia,13.042127010022957,813.0921174956201,1661.4146782408989,111.85945528742508,166.405622028153,High,25.023020901895364,14.661314935850994,7030.262134200773
Canada,3.4315779939398445,1459.3711367125532,3099.3356960455035,103.68083017886998,1452.8608105861388,Low,85.8012839849629,8.025538104075252,12867.501653655443
Australia,14.452015837665108,1242.5209652778392,2825.395000580648,12.728029016959114,1651.9225226751064,Low,49.205370423415644,31.768132077585932,1996.5321369779551
Russia,0.2811016728782635,1692.8107968703555,2157.75040905867,12.136570347949796,721.8617215044683,Medium,60.632072320067245,38.24900047098647,8335.840313564606
Myanmar,14.551194517943822,2348.391374379419,2689.1925486791124,250.35062788435317,2893.8850991382656,Low,92.60493590380692,6.459955072123414,21177.27660196894
Indonesia,0.7430826880635841,1858.1730333046007,3123.3982400341783,85.55588894197966,2732.891102264864,Low,24.992354593566713,34.64229374271599,13468.106276382257
Myanmar,13.37803239410126,615.8569086178162,1652.8349971182022,157.83323604045054,2180.3225445949224,High,68.62385055890717,28.95313441781545,10012.298919111105
Russia,7.962746525385867,174.8395241470832,1413.80280084604,93.12404420868805,1623.4905548578197,Low,25.55790669311503,9.646925399377178,0.0
Colombia,14.895175462177574,729.4337063195802,2469.5394952471124,282.50037730902545,2616.4090209606707,High,48.160169634987525,12.763574462586293,15009.705834885643
Australia,1.1995688145574432,1528.1870336806116,2904.3224200179015,81.49254386540325,435.42441427921557,Low,80.2860908895085,30.558843379223624,10041.353464224361
Australia,8.35242883757968,223.42195236220084,2763.083917807509,131.74875975798585,2382.0038931109107,Low,52.51041745667258,18.336092608097978,0.0
Brazil,14.542607780724575,1291.2789932829671,2873.222311461767,262.4554238929575,418.22140120220246,High,94.78867654272128,47.224207789309226,14006.21858512935
Australia,7.894157878135217,1532.422837400534,1750.3082759200922,253.37040220358355,2392.921454520746,Medium,61.929446370995166,41.84331032678229,18635.226854499226
Canada,9.478039708215412,902.185337960706,2935.286070142567,59.89991826465181,863.514326341503,High,44.087161447696516,49.260524293114834,11830.723485715735
Australia,10.466655465870796,1950.1892889899725,772.6480716488861,241.77977638973456,2637.417214003657,High,36.508349442856485,16.685187752768627,31481.616250056013
Russia,6.872661865039821,355.8358075210523,2087.916203678634,140.16513158767833,2834.9241767849235,High,46.28904007146214,48.63756347590897,2449.5151125863363
Brazil,9.450615393252544,280.33067616594104,417.85184754417685,147.47581726517978,488.94810974509113,Medium,47.93999553196631,24.405524140620106,11889.353533540074
Russia,8.806283247654193,1847.653014888648,1406.2160726908378,44.376591862703414,1414.8930349429108,Low,25.153525829297074,20.638345789118958,21314.698094433865
Russia,13.527254356315735,1289.1791588948763,1536.0307581013335,28.777446558351773,2943.912765579921,High,47.71806495700798,7.265728713620896,7665.151352877596
Nigeria,0.7771510670877223,1752.1657514265664,1628.1353439886916,219.74209555726074,1476.0519361207826,High,54.81788898044187,7.374436603682118,19063.07575226972
Brazil,4.286351524924232,1143.585612648991,2555.948340738573,151.45603994481343,2597.465191417908,Medium,74.20533141791034,36.14050651759946,12676.492503062114
Russia,14.261131112740726,691.3648797738564,1604.5301139380717,133.87095727147798,1786.7579902873936,High,69.25471135412059,25.606804749531257,6787.464602239163
Nigeria,13.364930379974654,2065.845562418079,1790.950230129845,220.20492745245704,1157.2232283628255,Low,73.15742414218657,15.193473171624756,19559.1969250175
Nigeria,6.889285616507123,2018.5981095255502,1136.386805710415,230.82630520237737,893.0614888013171,Medium,20.627276140764284,32.628663784635464,20340.748452264932
Brazil,9.339975707242898,1767.2715300506243,1557.0805540509543,51.8779094624593,649.5081187039574,Low,36.3250549685402,16.378615321255005,21217.44240662831
Myanmar,4.232979626418877,753.1483293519104,1104.5358445157694,185.01641909590418,2297.3046645642066,Low,69.62632162998923,30.993428945499016,14006.637509231568
Colombia,2.9030052798840438,1516.553600485809,626.9073636821753,44.92945427191723,1190.2944951279321,Medium,56.299202613481036,21.164393614221066,13018.611058485498
Canada,7.009106233605734,966.3373526560644,2270.6906394822718,226.65565037856848,1558.262613492216,High,20.398510675125944,42.05985019753186,9082.983613121169
Colombia,5.364948197588187,319.7969759839219,2471.4596755205503,198.80177109880617,1502.3601660034867,Low,80.33709818238668,41.93132723450507,7228.096472690137
Australia,8.796476066577993,2301.5525811093826,2320.420072629805,287.2013132196201,1752.9731362377372,Low,77.9607179967753,26.48076791550806,26645.285069618843
Canada,1.2582460907782742,428.36471420550737,1836.8315357817744,25.34261482514425,2603.452579592429,Low,61.1314372245172,20.7868599200757,0.0
Australia,14.618482634225881,2380.569649169926,1577.3359185556124,21.831142739620024,2943.1810635711167,Low,24.984749433220408,21.315190845159254,19389.320779638434
Russia,14.794540092746082,1170.4138550990938,3076.334313672658,88.24518703449404,1252.37341529276,Medium,77.48862871494384,41.25715365506981,9101.12428366848
Indonesia,10.502609538894202,544.3190292126872,2009.153533922276,82.20317670209226,2491.180820213594,Medium,63.778519079852295,19.76807672589254,7128.2586198769295
Brazil,8.087835858527393,1400.5622737080596,1885.463820652166,77.85874572623995,2305.356994231417,Low,78.64699828684694,14.40767181680807,8034.001178050946
Canada,4.7119614826662835,2195.07000610338,479.4904039999506,272.3451012537058,1741.910406793941,High,76.38102442968804,8.810975384388808,41807.79711890188
Canada,12.225545793633534,1857.3397273829469,1457.8682656410847,78.6161289556043,2870.339073655203,Low,80.22515539683778,26.00119043979838,18686.366923667505
Russia,10.302494471052801,2035.7467548674792,1578.606418236157,85.22516920794614,641.3998208087883,High,58.85060498034686,26.695944451392883,24696.948786695357
Myanmar,2.5229923962388803,1681.0800801057217,1636.3506207803914,229.0224874132993,372.32942041338316,Low,30.524338864513624,42.84089196813082,23864.337383768405
Nigeria,13.672815048958253,1761.463754842846,2198.53434460473,137.6732535229093,2569.187802518495,High,70.33681050347664,14.95574134007288,8007.7486034912245
Russia,12.355804919555219,2138.069563756766,2054.167894853323,234.12961430177845,1345.4919590695574,Low,66.5355338788978,22.144607315077995,33546.09758229864
DRC,14.252018708049668,699.2032212620462,2284.5057876596784,24.283016481493647,2548.5581199108283,High,75.66898903993155,41.37825825021609,0.0
Nigeria,10.913220674986563,1274.619912743537,2771.138110780598,148.83350213364838,2684.616105326474,Low,32.74107545380515,42.06306248370381,10198.38506339804
Brazil,9.239886419443268,630.9026603670453,2920.25579001989,14.916012054068377,234.24990117626075,Low,34.62313999252169,22.30749841904457,0.0
Nigeria,6.331821240730221,2470.4032191919528,2626.181536302133,23.482695019329583,2656.221050808879,High,86.78071379144964,25.66058104790064,17877.313175509156
Myanmar,13.997654401974797,2365.742415247872,3362.1234574602977,272.39904873660123,1372.5412133397954,Medium,76.2483348839053,18.64786508821773,28268.848012237755
Nigeria,13.004351953556084,194.62434728441417,456.52100629672105,46.07738447969057,1555.775842562485,High,88.11713665252422,46.96496952886904,14287.623447912812
Brazil,0.7737581845822221,1793.3804140376524,1006.9117556189929,162.06410127118906,1898.4479077249703,Medium,76.90364908729406,10.338969458371114,30311.558872436246
Myanmar,0.4928679200090549,2320.595961797598,423.4449124322406,126.27320276720843,2782.828689853756,Low,64.78664794927263,47.01872403506615,32117.11815238358
Colombia,5.709304166482939,533.3808283056005,2407.171613879269,107.46628124635859,106.39247856780389,High,69.05995527709052,35.773990332590444,0.0
Canada,12.17724462864931,1463.0685533263106,3183.8947017449595,270.4508369777454,1456.6882315375603,High,86.68459429550074,28.920746870902903,15495.655654777709
Canada,14.810414326792673,2297.1719142113006,1154.7951193865279,11.437902048769402,2078.7800251701537,High,63.41050658839554,6.469657735302315,16709.40601920605
Australia,2.34121167744257,181.47034860591722,3273.8070888685506,200.81795742179878,2181.985525209774,Medium,67.42934932462906,26.401828631990373,0.0
Colombia,8.952547658746813,1773.808641392416,586.8289098976386,289.2013580929974,2092.9706730344687,Medium,31.735753700270045,23.34866472512295,24134.453216118447
Colombia,5.77527376380222,813.6376176941218,3296.7516830970944,170.24961412124338,446.5836317539595,Low,55.5440915087077,12.254846538880514,780.5866738196407
Nigeria,14.551724527437587,2318.550868903673,1490.0303304428667,281.3626262997621,933.2169856964597,Medium,73.72978339685741,34.538432157529556,29429.46643468588
Canada,12.647571954722059,2430.5397883968826,714.4045681925712,20.41607438937701,1108.2107999801897,Medium,40.32070237372741,48.70179083157286,20222.968053840417
Brazil,12.591097700195954,2366.239573872241,1906.2024534776094,128.5440291268776,2423.0897626545398,Low,35.169063539340115,30.29849649790363,18922.47590390268
Tanzania,7.083528080945057,1238.114119977913,1196.0073599335747,81.7465483338051,872.3416236229314,High,43.53701061683117,37.16389743997756,11115.268553365226
Tanzania,6.280810584831211,2168.9023623743524,1283.1059960819607,220.5921846693153,671.5796434082494,High,38.11254709946251,8.080270365470756,28877.45308502347
Myanmar,4.173765371767523,2126.918556484169,1352.5988912714884,294.4826416966878,2874.4716561623836,Low,36.118447777729685,23.795014811764762,17821.40868729327
Canada,0.939994900098814,865.8411357838136,2889.3802832812567,80.6763684210531,76.14669108473325,High,51.86381321510652,10.236131832402315,0.0
Canada,12.984363406200293,2089.397137961626,2071.399957693289,197.98150743485198,2993.5715242618357,Medium,88.08788854126506,32.575812599142964,21385.226919520992
Tanzania,12.212225036038156,188.8183233171823,1365.0538673836113,63.43880166412334,2046.622831629317,Low,58.02947350540387,47.231697119636955,0.0
Canada,14.995793331963347,1531.0477083569274,2292.034728263847,171.77242509862492,2493.984433374895,Low,34.09402856114923,34.77999796122373,14407.301637035465
Nigeria,14.949888872401191,652.0212094904873,2620.0670900919,141.86008357305917,919.1272192212698,Low,25.772875203565555,8.456137174148969,0.0
DRC,8.375932413479148,389.3605258654691,1245.1344022739547,291.74157224130346,92.23006911782693,High,72.21171088534439,20.959979224328727,14468.689156023833
Indonesia,11.557912486189606,284.687683910102,1682.0022147285897,184.51554544545763,2226.7150797565137,Low,48.70990733272909,29.77985207483832,5756.556282803101
Colombia,14.177009375248177,1771.0930621075354,777.8468893445374,108.10437976561154,2510.7265611519933,Low,81.63732099390194,23.14434902599635,18003.244308122943
Australia,12.75974612109343,915.6999130433587,961.562983557509,38.65825654194035,2234.4045892628815,Low,69.46330764805776,42.51398047138275,13433.275377890299
Myanmar,3.7854867159736454,1839.4402516690275,2511.4653472914465,49.61781447680569,471.40834753747384,High,79.71810879060264,41.660195211949514,11594.441325066713
DRC,6.813107616120393,256.8552179174617,962.4588778564436,71.46849433561435,2272.612370658059,Medium,40.39595295638365,32.532395904644964,5276.366572681078
Tanzania,2.0244752857572754,856.6968107934648,2028.0064893678866,79.03516509538791,2318.322207217541,Low,71.92691918457936,21.805607530971738,4880.730147821256
Colombia,14.315360306154963,1394.7791017008094,2598.0434113395413,255.93173706313564,1992.694521226662,Medium,39.804648852028905,16.490136819345985,25466.665794336637
Canada,9.132002053318113,1997.7355956135125,731.3184615937059,170.56072254334484,2310.042001746979,High,90.43013595877187,9.764344319590819,30543.68919968526
Australia,3.5067778020015945,865.0060070369678,2158.667880849601,159.4003188554381,2545.46824704931,High,67.72807111500308,20.97039575689493,5418.612161307544
Canada,10.108340197647266,1602.139303448822,1195.3446294742275,38.856817201419155,1860.1321370005023,High,44.338385013150656,23.59276327434738,17422.496719424562
Brazil,9.310110782822647,2226.346595766849,3385.0733132364976,258.74120953808335,311.3839062105532,High,40.21338967192045,35.41203162968331,11293.536971264428
Brazil,5.436624498689323,1578.071651637531,1898.9915048317666,218.2302194465027,1488.502038518272,Medium,34.319493880373265,34.617192093390805,18824.856094288334
Australia,1.7920081237744725,659.102739408721,2898.57690430299,24.962166760500466,279.0655372812349,Low,72.09807191702959,8.154866283856563,0.0
Australia,10.106440614332714,158.56187573569125,2105.7022806844116,213.81135368278177,1252.251941545671,High,36.403670974844545,22.7866691944021,3494.8889777127724
Tanzania,7.85258474346652,2188.237297362232,534.5788518499394,165.3437741160806,1250.9641429206015,High,64.64774494456168,13.180049024781287,27747.205414319065
Australia,11.607544036861025,151.04658604092913,2362.7692643414694,29.108976995299585,244.72904021371266,Medium,39.8476270194018,12.056571739256256,0.0
Nigeria,7.850436166568701,2199.2840144420784,3349.3503608406368,140.19868925095366,1079.020575209964,Medium,69.64767085954014,42.228596738176066,10398.717868296677
Canada,12.797504354746248,1369.4491216653087,2264.996642453627,147.98540470336386,377.44439143437876,High,81.12047964054044,6.886184752231589,12712.767210006275
DRC,8.323411897739835,2353.7624764309508,2939.48546422305,53.903489348166346,2434.2938695272055,Low,78.35189323584899,23.86322941559546,8318.332545538084
Russia,8.457975775877255,2017.079765856797,3141.040036380064,283.9809533650833,2845.679676595189,Low,77.06384981980864,12.56916450949332,29827.398717752436
Australia,13.16213867960934,2495.04186528001,1107.0472930416906,255.74273458679528,263.33360201091887,High,34.0791804269189,44.56985970553133,20020.20593302045
Myanmar,6.111894706564716,941.7083570841044,1057.3390037155027,202.36158951208697,2867.5898615105193,Medium,26.628871023838904,30.06682309737658,13430.144820860027
Brazil,2.096826903914547,1941.2518934347045,2294.0410654380744,141.37719049517912,1591.6009680433983,High,72.42116213655392,15.412128636958162,17735.756191550732
Nigeria,0.5288618770687508,1064.6341926621812,1674.1882564007847,126.47083476743,933.718749963928,High,47.626041034576346,27.609227922486937,12564.828253193122
Colombia,11.351545109536923,1251.7014887293813,3003.570038886833,197.03717280953148,276.7431220646823,Medium,52.42596698025105,37.91688618664021,4344.178706431616
Russia,9.342612315166622,1606.0131117240883,3190.0716825338345,165.90240147503712,1526.8415908077325,High,22.33618195950433,48.11531040137452,14746.452206549757
DRC,10.59078854467843,2196.825074047213,1495.6062758384262,23.370566235156257,2393.8208562477084,High,39.46823369562869,14.920070191043852,9873.639464842065
Russia,3.27316600648277,2461.8003260783084,1134.2987328208944,156.18828138724786,2135.9051079367596,High,22.525730290584804,44.87817974582053,24601.052631720704
Australia,2.13193498624287,1943.8561932748437,2819.629097255972,242.88906708368765,198.1667338187226,Medium,85.93893294509357,47.04368513753706,23166.77556540289
Tanzania,0.31671551845144075,1102.640277201601,1251.898710199222,140.47576389110262,265.0604143353154,Low,38.25475124138978,46.23892450394298,18139.282776780485
Brazil,5.323754626218295,1111.2568054649685,2950.104387392403,20.32719037850918,1238.4761837662795,Low,61.80028771797561,33.59364605878594,0.0
Brazil,8.889773534134033,1870.1975238133396,1713.5885863111648,236.95206881828977,921.1069574414327,Medium,22.923449049584782,33.341929449561846,35894.52317105539
Colombia,5.944436271986011,673.0651498439256,2469.4046878035583,64.40231573011245,735.5337530153411,Low,70.01355434792436,23.144478493272025,0.0
Tanzania,6.6183763381535625,365.1378715153472,696.1594728874713,81.29314629197144,878.9632717807051,High,44.227050931557045,38.85790470367046,0.0
Canada,13.571964547956851,951.0931783378637,2333.9639064973762,53.58837426252729,2420.2740927258096,Low,87.34393902182494,28.908230825791936,5654.423593539153
Indonesia,5.289006458647175,789.3735799697962,1800.4798040854103,102.41344413709177,2791.222758213969,High,86.60886417005268,35.48471320527325,4868.807643319794
Nigeria,7.75844338848118,811.1394890943762,2218.4862358439696,228.24169417814733,1245.0529488563209,Low,44.39679637713108,24.280605673195794,7282.690749246492
Brazil,11.776429889843032,660.6586025197838,920.8440440090766,158.21882855366152,2723.027456290866,Medium,87.5720671767851,37.91734088194126,15518.68953598768
Myanmar,6.008487456586925,201.0236551272685,2684.3086093269644,65.4399758744602,998.4123186812518,Low,94.71182551240841,42.101218292204706,0.0
Brazil,9.369091833395315,142.89744336019314,3074.6709403840086,263.95987305485204,1455.4891097141854,Low,81.9061748092961,11.589631547126725,0.0
Russia,12.949219260326503,2470.533735366476,1071.8933802814045,264.4766472107011,716.7855435571992,Low,83.36535108164217,42.48183720084026,32083.546519525917
Brazil,14.247857292498868,1126.6555209660696,696.7151221125014,261.82063538857204,1939.4043244187396,Medium,38.675655208181745,29.313343930563825,27423.789722038866
Brazil,2.2913948658426655,1022.383953183236,473.2796167436428,75.44488235755409,2937.994289765686,Low,63.25267991433172,43.00996590906009,10756.989496357884
Indonesia,13.906155614906266,1731.1534784633677,2390.1116513741244,138.11560653339149,1830.304633327967,Medium,25.044193547552588,24.40857678534566,21013.866083502275
Indonesia,7.432532766885119,623.809330876154,2281.9915118752206,295.57194856155814,1105.5515481349692,High,27.11884526162523,22.056821842236577,16425.37234117155
DRC,3.9478413856544794,2379.9068414805406,2094.761979413617,232.74368051144717,1961.0614656720586,Low,94.91694590249679,46.177732963275005,29224.681842922004
Canada,6.941122767950093,1987.228034597325,1119.0359979595237,13.014389261540146,412.61600147289334,Medium,44.49794370694332,16.302617039678058,17961.377427334723
Myanmar,14.702485371753609,314.5864055494228,1611.8085873070954,24.235354421845155,2671.544286782926,Medium,76.11379340366348,42.98955463787644,0.0
Brazil,7.440009600493757,1102.193861883828,2242.876639077136,141.85975615963815,1534.0976548005174,Low,80.49987897701124,26.780925762923186,10114.128244155343
Brazil,4.998398993283872,2209.8839381491953,1939.9772624634252,273.2199607291602,1375.581739016944,High,84.35174532554218,28.134294914806688,26759.29497800821
Nigeria,9.537672729319214,2367.3568534993847,3462.1351126661507,163.9170303960507,1778.3011259378816,Medium,94.82212230516174,18.88107266702678,16152.468994584668
Indonesia,3.678169719795077,1221.7636269996874,822.9632329258727,151.8546898701156,1893.1123952287373,Low,38.11223639426509,30.786899027855704,11489.120907738336
Myanmar,1.2303635888190925,1572.1873341056985,2554.9481175475407,36.11474148720602,261.7386283682134,High,23.026312014477476,19.63450383242951,0.0
Colombia,2.0203078564686736,500.88147062098056,1653.3881811233057,198.75013089366675,2063.720802609037,Medium,50.83936384959395,6.767123640874354,13724.914307174684
DRC,2.0078830004708093,2478.804702728744,1727.4188062694056,247.52043237706653,763.6984569308123,Medium,29.75605023717102,17.239937240496022,30205.948305835358
